Sexo;Titulación;Ocupación en el primer empleo;Total
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);31
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Operadores de instalaciones y maquinaria, y montadores;24
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Ocupaciones elementales;30
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Ocupaciones militares;0
Mujeres;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;No consta;0
Mujeres;Ingeniería y procesos químicos;Total;37
Mujeres;Ingeniería y procesos químicos;Directores y gerentes;0
Mujeres;Ingeniería y procesos químicos;Técnicos y profesionales científicos e intelectuales;28
Mujeres;Ingeniería y procesos químicos;Técnicos profesionales de apoyo;3
Mujeres;Ingeniería y procesos químicos;Empleados contables, administrativos y otros empleados de oficina;3
Mujeres;Ingeniería y procesos químicos;Trabajadores de los servicios de restauración, personales, protección y vendedores;3
Mujeres;Ingeniería y procesos químicos;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ingeniería y procesos químicos;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ingeniería y procesos químicos;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ingeniería y procesos químicos;Ocupaciones elementales;0
Mujeres;Ingeniería y procesos químicos;Ocupaciones militares;0
Mujeres;Ingeniería y procesos químicos;No consta;0
Mujeres;Control y tecnología medioambiental;Total;200
Mujeres;Control y tecnología medioambiental;Directores y gerentes;2
Mujeres;Control y tecnología medioambiental;Técnicos y profesionales científicos e intelectuales;85
Mujeres;Control y tecnología medioambiental;Técnicos profesionales de apoyo;46
Mujeres;Control y tecnología medioambiental;Empleados contables, administrativos y otros empleados de oficina;29
Mujeres;Control y tecnología medioambiental;Trabajadores de los servicios de restauración, personales, protección y vendedores;20
Mujeres;Control y tecnología medioambiental;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Control y tecnología medioambiental;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);7
Mujeres;Control y tecnología medioambiental;Operadores de instalaciones y maquinaria, y montadores;4
Mujeres;Control y tecnología medioambiental;Ocupaciones elementales;6
Mujeres;Control y tecnología medioambiental;Ocupaciones militares;0
Mujeres;Control y tecnología medioambiental;No consta;0
Mujeres;Electricidad y energía;Total;234
Mujeres;Electricidad y energía;Directores y gerentes;7
Mujeres;Electricidad y energía;Técnicos y profesionales científicos e intelectuales;125
Mujeres;Electricidad y energía;Técnicos profesionales de apoyo;45
Mujeres;Electricidad y energía;Empleados contables, administrativos y otros empleados de oficina;20
Mujeres;Electricidad y energía;Trabajadores de los servicios de restauración, personales, protección y vendedores;26
Mujeres;Electricidad y energía;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;3
Mujeres;Electricidad y energía;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);1
Mujeres;Electricidad y energía;Operadores de instalaciones y maquinaria, y montadores;3
Mujeres;Electricidad y energía;Ocupaciones elementales;3
Mujeres;Electricidad y energía;Ocupaciones militares;0
Mujeres;Electricidad y energía;No consta;0
Mujeres;Electrónica y automática;Total;105
Mujeres;Electrónica y automática;Directores y gerentes;6
Mujeres;Electrónica y automática;Técnicos y profesionales científicos e intelectuales;74
Mujeres;Electrónica y automática;Técnicos profesionales de apoyo;21
Mujeres;Electrónica y automática;Empleados contables, administrativos y otros empleados de oficina;1
Mujeres;Electrónica y automática;Trabajadores de los servicios de restauración, personales, protección y vendedores;3
Mujeres;Electrónica y automática;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Electrónica y automática;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Electrónica y automática;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Electrónica y automática;Ocupaciones elementales;0
Mujeres;Electrónica y automática;Ocupaciones militares;0
Mujeres;Electrónica y automática;No consta;0
Mujeres;Maquinaria y metalurgia;Total;166
Mujeres;Maquinaria y metalurgia;Directores y gerentes;15
Mujeres;Maquinaria y metalurgia;Técnicos y profesionales científicos e intelectuales;98
Mujeres;Maquinaria y metalurgia;Técnicos profesionales de apoyo;26
Mujeres;Maquinaria y metalurgia;Empleados contables, administrativos y otros empleados de oficina;7
Mujeres;Maquinaria y metalurgia;Trabajadores de los servicios de restauración, personales, protección y vendedores;10
Mujeres;Maquinaria y metalurgia;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Maquinaria y metalurgia;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);1
Mujeres;Maquinaria y metalurgia;Operadores de instalaciones y maquinaria, y montadores;5
Mujeres;Maquinaria y metalurgia;Ocupaciones elementales;5
Mujeres;Maquinaria y metalurgia;Ocupaciones militares;0
Mujeres;Maquinaria y metalurgia;No consta;0
Mujeres;Vehículos de motor, barcos y aeronaves;Total;29
Mujeres;Vehículos de motor, barcos y aeronaves;Directores y gerentes;1
Mujeres;Vehículos de motor, barcos y aeronaves;Técnicos y profesionales científicos e intelectuales;22
Mujeres;Vehículos de motor, barcos y aeronaves;Técnicos profesionales de apoyo;5
Mujeres;Vehículos de motor, barcos y aeronaves;Empleados contables, administrativos y otros empleados de oficina;1
Mujeres;Vehículos de motor, barcos y aeronaves;Trabajadores de los servicios de restauración, personales, protección y vendedores;0
Mujeres;Vehículos de motor, barcos y aeronaves;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Vehículos de motor, barcos y aeronaves;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Vehículos de motor, barcos y aeronaves;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Vehículos de motor, barcos y aeronaves;Ocupaciones elementales;0
Mujeres;Vehículos de motor, barcos y aeronaves;Ocupaciones militares;0
Mujeres;Vehículos de motor, barcos y aeronaves;No consta;0
Mujeres;Ingeniería y profesiones afines (Otros estudios);Total;152
Mujeres;Ingeniería y profesiones afines (Otros estudios);Directores y gerentes;4
Mujeres;Ingeniería y profesiones afines (Otros estudios);Técnicos y profesionales científicos e intelectuales;71
Mujeres;Ingeniería y profesiones afines (Otros estudios);Técnicos profesionales de apoyo;51
Mujeres;Ingeniería y profesiones afines (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;11
Mujeres;Ingeniería y profesiones afines (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;13
Mujeres;Ingeniería y profesiones afines (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ingeniería y profesiones afines (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ingeniería y profesiones afines (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ingeniería y profesiones afines (Otros estudios);Ocupaciones elementales;1
Mujeres;Ingeniería y profesiones afines (Otros estudios);Ocupaciones militares;0
Mujeres;Ingeniería y profesiones afines (Otros estudios);No consta;0
Mujeres;Industria de la alimentación;Total;354
Mujeres;Industria de la alimentación;Directores y gerentes;2
Mujeres;Industria de la alimentación;Técnicos y profesionales científicos e intelectuales;110
Mujeres;Industria de la alimentación;Técnicos profesionales de apoyo;118
Mujeres;Industria de la alimentación;Empleados contables, administrativos y otros empleados de oficina;10
Mujeres;Industria de la alimentación;Trabajadores de los servicios de restauración, personales, protección y vendedores;69
Mujeres;Industria de la alimentación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Industria de la alimentación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);21
Mujeres;Industria de la alimentación;Operadores de instalaciones y maquinaria, y montadores;12
Mujeres;Industria de la alimentación;Ocupaciones elementales;13
Mujeres;Industria de la alimentación;Ocupaciones militares;0
Mujeres;Industria de la alimentación;No consta;0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Total;54
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Directores y gerentes;1
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Técnicos y profesionales científicos e intelectuales;37
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Técnicos profesionales de apoyo;9
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Empleados contables, administrativos y otros empleados de oficina;2
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Trabajadores de los servicios de restauración, personales, protección y vendedores;5
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Ocupaciones elementales;0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);Ocupaciones militares;0
Mujeres;Industrias de otros materiales (madera, papel, plástico, vidrio,..);No consta;0
Mujeres;Arquitectura, urbanismo y construcción;Total;271
Mujeres;Arquitectura, urbanismo y construcción;Directores y gerentes;0
Mujeres;Arquitectura, urbanismo y construcción;Técnicos y profesionales científicos e intelectuales;160
Mujeres;Arquitectura, urbanismo y construcción;Técnicos profesionales de apoyo;49
Mujeres;Arquitectura, urbanismo y construcción;Empleados contables, administrativos y otros empleados de oficina;21
Mujeres;Arquitectura, urbanismo y construcción;Trabajadores de los servicios de restauración, personales, protección y vendedores;41
Mujeres;Arquitectura, urbanismo y construcción;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Arquitectura, urbanismo y construcción;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Arquitectura, urbanismo y construcción;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Arquitectura, urbanismo y construcción;Ocupaciones elementales;0
Mujeres;Arquitectura, urbanismo y construcción;Ocupaciones militares;0
Mujeres;Arquitectura, urbanismo y construcción;No consta;0
Mujeres;Ingeniería civil y de la edificación;Total;168
Mujeres;Ingeniería civil y de la edificación;Directores y gerentes;3
Mujeres;Ingeniería civil y de la edificación;Técnicos y profesionales científicos e intelectuales;74
Mujeres;Ingeniería civil y de la edificación;Técnicos profesionales de apoyo;43
Mujeres;Ingeniería civil y de la edificación;Empleados contables, administrativos y otros empleados de oficina;33
Mujeres;Ingeniería civil y de la edificación;Trabajadores de los servicios de restauración, personales, protección y vendedores;13
Mujeres;Ingeniería civil y de la edificación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Mujeres;Ingeniería civil y de la edificación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Mujeres;Ingeniería civil y de la edificación;Operadores de instalaciones y maquinaria, y montadores;0
Mujeres;Ingeniería civil y de la edificación;Ocupaciones elementales;2
Mujeres;Ingeniería civil y de la edificación;Ocupaciones militares;0
Mujeres;Ingeniería civil y de la edificación;No consta;0
Mujeres;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Total;298
